"Dostępność na pluginie
Droga Prób",~30 Płytek,,,18 Teleportów,,,KHORINIS
,,,,,,,
,1. Na polanie nad jaskinią z bandytami Cavalorna. Przy pniaku obok jaszczurów,,,1. Przed wieżą Xardasa,,,
,,,,,,,
,2. Obok jaszczura po prawo spalonych chat za cmentarzem obok Martwej Harpii,,,2. Na rynku Khorinis obok straganu Canthara,,,
,,,,,,,
,3. Obok goblina przy zniszczonej wieży obok plaży Skipa,,,"2.1. W porcie, na prawo od straganu Fenii",,,
,,,,,,,
,4. Na zniszczonej wieży nad rannym orkiem nad Niclasem,,,2.2. Przed południową bramą przy drzewie,,,
,,,,,,,
,5. W forcie obok wieży Nergala,,,2.3. W górnym mieście - na placu gdzie trenują Paladyni,,,
,,,,,,,
,6. Za kamiennym kręgiem w Mrocznym Lesie,,,3. Przy cieniostworze przy kamiennym kręgu w Mrocznym Lesie,,,
,,,,,,,
,7. W skarbcu w Klasztorze (Klucz jest w skrzyni w pokoju naprzeciw pokoju z Goraxem),,,4. Przy ścianie w Słonecznym Kręgu,,,
,,,,,,,
,,,,5. Po prawo od zębaczy Grimbalda,,,
,,,,,,,
,"8. Przy topielcach na wysepce za rzeką, po drodze na wykopaliska",,,6. Przed przejściem na wykopaliska magów wody,,,
,,,,,,,
,9. Na wzniesieniu po lewo przed mostem na wykopaliska magów wody,,,"7.  Przy zakręcie przy rzece, po drodze na wykopaliska",,,
,,,,,,,
,10. Po lewo za cieniostworem w miejscu Magicznego Golema do Próby Ognia,,,8. Po prawo od wejścia do jaskini Sagitty,,,
,,,,,,,
,11. W pomieszczeniu ze szkieletami goblinami na wykopaliskach magów wody,,,"9. Naprzeciw zamkniętych drzwi do gospody ""Martwa Harpia""",,,
,,,,,,,
,12. Przy bossie goblinów przy kapliczce Innosa niedaleko Czarnego Trolla,,,10.  Po prawo od Pedro,,,
,,,,,,,
,13. Za wejściem do kopalni za obozem Dextera,,,"11. Między Pepe, a Gniazdem Polnych Bestii",,,
,,,,,,,
,14. Przy ścianie obok wejścia do Lasu Asasynów (Po prawo od obozu Bractwa),,,12. Za domkiem w obozie Dextera,,,
,,,,,,,
,"Sprzedaje Erol, Freygal, Lutero, Zuris, Lehmar
(1 rozdział) + Lutero w 2 rozdziale",,,13. Obok obozu myśliwych,,,
,,,,,,,
,Sprzedaje Galahad po zabraniu Freygala na zachodnie wybrzeże,,,14. Po prawo od wejścia do Obozu Bractwa,,,
,,,,,,,
,Za jaszczurami niedaleko statku Paladynów,,,15. Po przejściu za bramę przełęczy w lewej odnodze,,,
,,,,,,,
,"Na morzu, na wysepce ze skałami, na prawo od latarni. Bronią jej dwa topielce.",,,16. Przed jaskinią Fregyala w lesie za farmą Onara,,,
,,,,,,,
,Przy ruinach z kretoszczurami niedaleko nawiedzonej posiadłości za farmą Onara,,,"17. Przy kapliczce, na końcu ścieżki za farmą Onara (siedziba Mrocznego Rycerza)",,,
,,,,,,,
,,,,18. Na lewo od opuszczonej posiadłości za farmą Onara,,,
,,,,,,,
FARMA OSWALDA,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"Dostępność na pluginie
Droga Prób",2 Płytki,,,2 Teleporty,,,
,,,,,,,
,1. Za farmą Oswalda,,,1. Na farmie Oswalda,,,
,,,,,,,
,,,,,,,
,,,,,,,
,2. Za legowiskiem bossa cieniostwora,,,2. Przy arenie,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Zachodnie Wybrzeże,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"Dostępność na pluginie
Droga Prób",4 Płytki,,,5 Teleportów,,,
,,,,,,,
,1. W skrzyni we wraku statku na plaży z piratami,,,1. Na plaży obok piratów,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,2. W jaskini druida,,,
,2. Na środku kamiennego kręgu z cieniostworem,,,,,,
,,,,,,,
,,,,,,,
,,,,3. Przy ścianie po prawo od bagna,,,
,,,,,,,
,,,,,,,
,3. W jaskini z Muritanem niedaleko bagna,,,,,,
,,,,,,,
,,,,4. Zaraz przy wyjściu z ruin na Zieloną Równinę,,,
,,,,,,,
,,,,,,,
,,,,,,,
,"4. W ruinach pomiędzy doliną, a równiną",,,,,,
,,,,5. Na wyspie po prawo od plaży piratów,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
JARKENDAR,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"Dostępność na pluginie
Droga Prób",2 Płytki,,,5 Teleportów,,,
,,,,,,,
,1. W skrzyni w lewej odnodze w Świątyni Adanosa,,,1. Przy chacie Eremity,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,2. W skrzyni Kapitana Drake'a,,,2. Na północnej plaży w obozie piratów,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,"3. Do Biblioteki Uczonych
(za darmo po zabiciu bossa szamanów przed biblioteką)",,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,4. Przy magach wody na lewo od wejścia na plac idąc od teleportu,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,"5. Do Zapomnianego Kanionu
(za darmo po zabiciu tamtejszego bossa warga)",,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
GÓRNICZA DOLINA,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"Dostępność na pluginie
Droga Prób",8 Płytek,,,11 Teleportów,,,
,,,,,,,
,"1. W podziemnym przejściu, między przełęczą, a kopalnią Marcosa",,,1. Za drewnianym mostkiem na przełęczy,,,
,,,,,,,
,,,,"2. W zamku między budynkiem Garonda, a budynkiem magów",,,
,,,,,,,
,2. W wieży strażniczej obok chaty Cavalorna,,,3. Nad zamarzniętym wodospadem,,,
,,,,,,,
,,,,4.  Przy opuszczonej krypcie (Tam gdzie z Miltenem szliśmy po kamień ogniskujący),,,
,,,,,,,
,3. Na półce na piętrze budynku magów w zamku,,,,,,
,,,,"5. Przełęcz Wolnej Kopalni 
(Odblokowywuje się za darmo, jeśli pójdziemy w tamte tereny mając aktywne zadanie ""Przeszpiegi w Wolnej Kopalni""",,,
,,,,,,,
,,,,,,,
,,,,,,,
,4. Na polanie nad Darrionem w obozie Netbeka,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,"6. Świątynia Śniącego
(Odblokowywuje się za darmo, jeśli otrzymamy do niej dostęp od wodza orków Ur-Thralla)",,,
,5. Za mostem przed Jaskinią Bólu obok Starej Wieży Xardasa,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,6. Na półce skalnej z golemem po lewo od Kamiennej Fortecy,,,7. Przed Starą WIeżą Xardasa,,,
,,,,,,,
,,,,"8. Po prawo za mostem, między Zniszczonym Fortem, a Kamienną Fortecą",,,
,,,,,,,
,,,,,,,
,7. W jaskini z goblinami nad morzem w strone Starej Kopalni,,,,,,
,,,,9. W obozie Netbeka (Klasztor Zmiennokształtnych),,,
,,,,,,,
,,,,"10. Wieża Kreola
(Odblokowywuje się za darmo, jeśli przeżyjemy rozmowę z Kreolem w zadaniu ""Arcymag"")",,,
,,,,,,,
,8. Nad Starym Obozem Bractwa w miejscu kamienia ogniskującego z G1,,,,,,
,,,,,,,
,,,,,,,
,,,,11. Przed Starym Obozem Bractwa,,,
,,,,,,,
Pustynia Adanosa,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"Pustynia posiada wbudowany system teleportów znajdujących się we wszystkich istotnych miejscach.
Aktywować je możemy kamieniem ogniskującym w budynku na początku lokacji",,,,,,,
,,,,,,,
,,,,,,,
"Dostępność na pluginie
Droga Prób",5 Płytek,,,6 Teleportów,,,
,,,,,,,
,1. W rogu mapy w ruinach z nieumarłymi,,,1. Naprzeciw wejścia do lokacji,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,2. W leżu Karakusta (Dużego pełzacza w dziurze na środku mapy),,,2. Obok małej piramidy,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,3. Przy respie kamiennego strażnika/miejscu na kamień ogniskujący niedaleko Drzewa Życia,,,"3. Obok miejsca na ornamenty, niedaleko wielkiej dziury na środku mapy",,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,4. Przy ognistych jaszczurach,,,4. W Kręgu Życia,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,5. Przy czerwonej skałce przy dużej piramidzie,,,
,,,,,,,
,,,,,,,
,,,,,,,
,"Na kamiennych stopniach świątyni za smokiem Adanarem
(poza mapą)",,,"Do doliny Adanara
(Odblokowywuje się za darmo, jeśli ukończymy wątek Pustyni Adanosa i dotrzemy do smoka Adanara)",,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
INNE LOKACJE,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Miasto Orków,,,,,,Wszystkie teleporty odblokowywuja się po rozmowie z Farrokiem (orkiem pilnującym przejścia do Ur-Thralla) + do samego wodza po rozmowie z nim,
,,,,,,,
,,,,,,,
,,,,,,,
Ukryta Dolina,,,,,,Teleport do niej odblokowywuje się po pierwszej rozmowie z Ashtarem,
,,,,,,,
,,,,,,,
,,,,,,,
Lodowe Góry Orków,,,,,,"Płytka znajduje się w zniszczonej wieży, niedaleko fortu 
Kamień znajduje się na środku lokacji i odblokowywuje 4-5 teleportów 
(teleport do ślepego maga po pogadaniu z Odlerem)",
,,,,,,,
,,,,,,,
,,,,,,,
Fort Azgan,,,,,,Teleporty odblokowywują się po rozmowie z Lordem Varusem,
