"Verfügbarkeit im Plugin
Pfad der Prüfungen",~30 Plättchen,,,18 Teleporter,,,KHORINIS
,,,,,,,
,1. Auf der Lichtung über der Höhle mit Cavalorns Banditen. Beim Baumstumpf neben den Echsen,,,1. Vor Xardas' Turm,,,
,,,,,,,
,2. Neben der Echse rechts von den verbrannten Hütten hinter dem Friedhof neben der Toten Harpyie,,,2. Auf dem Marktplatz von Khorinis neben Canthars Stand,,,
,,,,,,,
,3. Neben dem Goblin beim zerstörten Turm neben Skips Strand,,,"2.1. Im Hafen, rechts von Fenias Stand",,,
,,,,,,,
,4. Auf dem zerstörten Turm über dem verwundeten Ork über Niclas,,,2.2. Vor dem südlichen Tor beim Baum,,,
,,,,,,,
,5. In der Festung neben Nergals Turm,,,2.3. In der Oberstadt - auf dem Platz wo die Paladine trainieren,,,
,,,,,,,
,6. Hinter dem Steinkreis im Dunklen Wald,,,3. Beim Schattenwesen beim Steinkreis im Dunklen Wald,,,
,,,,,,,
,7. In der Schatzkammer im Kloster (Schlüssel ist in der Truhe im Raum gegenüber von Gorax' Raum),,,4. An der Wand im Sonnenkreis,,,
,,,,,,,
,,,,5. Rechts von Grimbalds Schnappern,,,
,,,,,,,
,"8. Bei den Ertrunkenen auf der Insel hinter dem Fluss, auf dem Weg zu den Ausgrabungen",,,6. Vor dem Übergang zu den Ausgrabungen der Wassermagier,,,
,,,,,,,
,9. Auf der Anhöhe links vor der Brücke zu den Ausgrabungen der Wassermagier,,,"7. Bei der Kurve am Fluss, auf dem Weg zu den Ausgrabungen",,,
,,,,,,,
,10. Links hinter dem Schattenwesen am Ort des Magischen Golems für die Feuerprobe,,,8. Rechts vom Eingang zu Sagittas Höhle,,,
,,,,,,,
,11. Im Raum mit den Goblin-Skeletten bei den Ausgrabungen der Wassermagier,,,"9. Gegenüber der verschlossenen Tür zum Gasthaus ""Tote Harpyie""",,,
,,,,,,,
,12. Beim Goblin-Boss beim Innos-Schrein unweit des Schwarzen Trolls,,,10. Rechts von Pedro,,,
,,,,,,,
,13. Hinter dem Eingang zur Mine hinter Dexters Lager,,,"11. Zwischen Pepe und dem Nest der Feldbestien",,,
,,,,,,,
,14. An der Wand neben dem Eingang zum Assassinenwald (Rechts von der Bruderschafts-Lager),,,12. Hinter der Hütte in Dexters Lager,,,
,,,,,,,
,"Verkauft von Erol, Freygal, Lutero, Zuris, Lehmar
(1. Kapitel) + Lutero im 2. Kapitel",,,13. Neben dem Jägerlager,,,
,,,,,,,
,Verkauft von Galahad nachdem Freygal zur Westküste gebracht wurde,,,14. Rechts vom Eingang zum Bruderschaftslager,,,
,,,,,,,
,Hinter den Echsen unweit des Paladine-Schiffs,,,15. Nach dem Durchgang durch das Passtor im linken Zweig,,,
,,,,,,,
,"Auf dem Meer, auf der Insel mit Felsen, rechts vom Leuchtturm. Wird von zwei Ertrunkenen bewacht.",,,16. Vor Freygals Höhle im Wald hinter Onars Farm,,,
,,,,,,,
,Bei den Ruinen mit Maulwurfsratten unweit des Spukhauses hinter Onars Farm,,,"17. Beim Schrein, am Ende des Pfades hinter Onars Farm (Sitz des Dunklen Ritters)",,,
,,,,,,,
,,,,18. Links vom verlassenen Anwesen hinter Onars Farm,,,
,,,,,,,
OSWALDS FARM,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"Verfügbarkeit im Plugin
Pfad der Prüfungen",2 Plättchen,,,2 Teleporter,,,
,,,,,,,
,1. Hinter Oswalds Farm,,,1. Auf Oswalds Farm,,,
,,,,,,,
,,,,,,,
,,,,,,,
,2. Hinter dem Lager des Schattenwesen-Bosses,,,2. Bei der Arena,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Westküste,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"Verfügbarkeit im Plugin
Pfad der Prüfungen",4 Plättchen,,,5 Teleporter,,,
,,,,,,,
,1. In der Truhe im Schiffswrack am Strand bei den Piraten,,,1. Am Strand neben den Piraten,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,2. In der Druidenhöhle,,,
,2. In der Mitte des Steinkreises mit dem Schattenwesen,,,,,,
,,,,,,,
,,,,,,,
,,,,3. An der Wand rechts vom Sumpf,,,
,,,,,,,
,,,,,,,
,3. In der Höhle mit Muritan unweit des Sumpfes,,,,,,
,,,,,,,
,,,,4. Direkt beim Ausgang aus den Ruinen zur Grünen Ebene,,,
,,,,,,,
,,,,,,,
,,,,,,,
