Rüstungen für Geschicklichkeit,Allgemeine Informationen,,,,,,,,,,,,Rüstungen für Stärke
,"Der Dunkle Ritter unterstützt sich mit Runen, die seine Kampffähigkeiten verstärken, und verlässt sich auch auf seinen Beschwörten.

Handlungstechnisch besitzt der Ritter keine eigenen Quests, kann aber Gildenaufgaben der dunklen Magier ausführen.
Wir können auch das Necronomicon lesen und verfluchte Waffen an Beliar abgeben im Austausch gegen Karma.

Um ein Dunkler Ritter zu werden, muss man Stadtbürger sein und die Aufgabe ""Horror auf dem Friedhof"" von Lothar annehmen.
Nach Ausführung der Aufgabe lesen wir die Notiz von Rigelions Leiche.
Aus der Notiz erfahren wir von einer Kapelle, die sich tief im Wald hinter Onars Farm befindet,
ein Pfad führt zu ihr, der im Lager mit den Wölfen für Pepe beginnt.

Dort wird der Dunkle Mentor auf uns warten, der die Abgabe des Pakets verlangt.
Er nimmt uns als Schüler an, wenn wir als Initiation einen Paladin töten.
(ein schwacher Paladin erscheint unter der Brücke bei der Toten Harpie).

Aus Balancegründen funktionieren die Runen des dunklen Ritters nicht, wenn wir einen Schild, Stab oder magisches Schwert (die für Mana) anlegen.
Wir können auch keine Gifte lernen, haben keine Möglichkeit, Schamane oder Druide zu werden.
Wenn wir bereits eine der oben genannten Unterklassen besitzen, können wir nicht zum dunklen Ritter werden.

Drei Standard-Spielstile für DR:
1. Sich vollständig auf den Diener verlassen, also Schmuck/Ausrüstung für Mana und Intelligenz, Runen zur Unterstützung des Dieners
2. Spiel ohne Diener und Abgabe für einen Slot für eine weitere Rune, Schmuck/Rüstungen für Stärke/Geschicklichkeit, Runen zur Selbstunterstützung.
3. Gleichzeitiges Spiel für Diener und sich selbst - definitiv schwächere Option, empfohlen für niedrigere Schwierigkeitsgrade
",,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
